Agency_Name,State_Name,District_Name,Tahsil_Name,Station_Name,Latitude,Longitude,Station_Type,Station_Status
Himachal Pradesh,Himachal Pradesh,Una,Amb,Takarla-1,31.623889,76.178889,GROUND,Installed
Himachal Pradesh,HIMACHAL PRADESH,UNA,HAROLI,NANGAL KHURD/ANDORA,31.3475,76.278333,GROUND,INSTALLED
Himachal Pradesh,Himachal Pradesh,Una,Amb,Nakroh,31.747222,76.064167,GROUND,Installed
Himachal Pradesh,HIMACHAL PRADESH,UNA,GHANARI,DANGOH,31.470278,76.203056,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,UNA,HAROLI,SLOH BERI,31.843333,75.976389,GROUND,INSTALLED
Himachal Pradesh,Himachal Pradesh,Una,Ghanari,Marwari,31.774167,75.968889,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Ghanari,Mawa,31.76,76.008611,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Ghanari,Singhnei,31.698056,76.046667,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Ghanari,Badoh Kuthera,31.646944,76.085833,GROUND,Installed
Himachal Pradesh,HIMACHAL PRADESH,UNA,GHANARI,PANJAWAR/NAGNOLI,31.547778,76.475556,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,UNA,UNA,PADAURI,31.244722,76.195278,GROUND,INSTALLED
Himachal Pradesh,Himachal Pradesh,Una,Haroli,Gurpalah,31.329417,76.292083,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Una,Nangran,31.398611,76.297778,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Una,Sanoli Mazara,31.353611,76.337278,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Una,Dhelan,31.428333,76.330833,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Haroli,Tahliwal,31.349444,76.268056,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Una,Mehatpur,31.409444,76.345,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Una,Raipur,31.368889,76.2375,GROUND,Installed
Himachal Pradesh,Himachal Pradesh,Una,Haroli,Balabathuri,31.581667,76.511667,GROUND,Installed
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DEHRA,SANSPUR TERRACE,31.93,77.9225,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,RAY,32.0275,75.8325,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,BADUKHUR,32.053056,75.813056,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,KURSAIN,32.133611,75.686389,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,KANDRORI,32.1825,75.666111,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,HALER,32.176389,75.7,GROUND,INSTALLED
Himachal Pradesh,Himachal Pradesh,Kangra,Dehra,Kutiara (Bharoli,31.782417,76.327278,GROUND,Installed
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DEHRA,JIJAL,31.81575,76.304361,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,RAJOL,32.175278,76.243611,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,KANGRA,KANGRA,32.119444,76.279167,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NAGROTA BAGWAN,NAGROTA,32.115278,76.406944,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,PALAMPUR,DEHAN,32.065556,76.520556,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,PALAMPUR,PALAMPUR,32.100556,76.539722,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,JANDPUR,32.063056,76.598889,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,PALAMPUR,KAUNSOL-BUHLI,32.016111,76.648889,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DEHRA,DHANOTU BAILA,31.867278,76.192889,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DEHRA,NAGAL CHOWK,31.867278,76.192889,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,JAWALI,JAISAL-MATLAHAR.,32.113333,75.98,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,JAWALI,KHAROTA.,32.089167,75.996944,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMAUR,PAONTA SAHIB,MAJRA (BHOLION),30.51025,77.37,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMOUR,PAUNTA SAHIB,JATTONWALA,30.49833333,77.44527778,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SOLAN,KASAULI,GURU-KA- MAJRA NEAR LIS DHELAN TUBE WELL,30.97,76.77,GROUND,NOT INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,UNA,BHARWAIN,AMBWALA IN THE COMPLEX OF IPH GANGHUT,31.13,76.68,GROUND,NOT INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SOLAN,BADDI,KURANWALA,31.00052778,76.73525,GROUND,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,LAHUL & SPITI,LAHUL,KEYLONG AT GONDHLA,32.51026,77.02273,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,THEOG,SHILARU,31.20618,77.42456,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DHARMSHALA,TRIUND,32.28504,76.24863,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,BHATTIYAT,JOT,32.48626,76.06127,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,SALUNI,SALOONI CHAMBA,32.72223,76.04612,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,SALUNI,KUNDI ( WILD LIFE BANDHAL),32.79736,75.93112,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,LAHUL & SPITI,SPITI,KAZA LAHUL-SIPIT,32.22689,78.06934,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KINNAUR,SANGLA,CHITKUL KINNAUR,31.3506,78.43687,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,NERUA,NERWA,30.91722,77.64056,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,KOTKHAI,Kotkhai,31.1175,77.49444,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,KINNAUR,NICHAR,Kilba -ARG,31.53194,78.14,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,RAMPUR,Taklech,31.37722,77.73,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,KINNAUR,NICHAR,Nichar,31.5575,77.9425,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,LAHUL & SPITI,SPITI,Sagnam,32.04285,78.08198,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,INDORA,INDORA,32.13339,75.69053,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,JAWALI,NAGROTA SURIAN -ARG (JSV SD),32.049,75.07331,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,FATEHPUR,FATEHPUR -ARG (SDM OFFICE),32.10353,75.94633,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,JAWALI,32 MILE -ARG (JSV SD KOTLA),32.22864,76.09694,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAURAH,TISSA (JSV SD TISSA),32.77889,76.19972,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,SALUNI,SALOONI (JSV XEN RESIDENCE),32.73722,76.06806,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,SALUNI,SURGANI -ARG (JSV STORE DANOON),32.73528,76.102,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,SALUNI,KOTI (JSV SD KOTI),32.68,76.04944,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,BRAHMAUR,HOLI (JSV SD HOLI),32.34667,76.55111,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,BHALEI (JSV SECTION ),32.34861,76.00889,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,PALAMPUR,KILLI BHUAN,32.00417,76.60167,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,BAIJNATH,BEED BAIJNATH,32.05031,76.72825,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,JASWAN  KOTLA,SANSARPUR TERRACE,31.92408,75.93022,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,SHAHPUR,IPH SHAHPUR,32.21536,76.17375,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,JASWAN  KOTLA,DAULATPUR,31.88942,76.00175,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,UNA,HAROLI,Tahliwal,31.34617,76.25783,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,UNA,HAROLI,Panjawar,31.53969,76.13125,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DERA GOPIPUR,Bharwani,31.80128,76.12358,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,UNA,BANGANA,Bangana,31.62278,76.34589,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,HAM|RPUR,T|RA SUJANPUR,Kheri Sujanpur,31.88503,76.59506,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,BILASPUR,NAMHOL,Namhol,31.25628,76.86008,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,BILASPUR,SHRI NAINA DEVI JI,Swarghat,31.30756,76.53544,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,BILASPUR,SHRI NAINA DEVI JI,Bassi Swarghat,31.30194,76.50728,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,RAMPUR,Kafota,31.62092,77.69869,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,SIRMAUR,KAMRAU,Satoon,30.56008,77.64342,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,SOLAN,ARKI,Arki,31.15395,76.95144,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,NIHIRI,Rohanda,31.46471,77.02641,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,NIHIRI,Nihri,31.38028,77.07076,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,KOTLI,KOTLI,31.75469,76.87293,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,PADHAR,PADHAR TOP AT BADHAUNI DHAR,31.87186,76.94163,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,SAINJ,Sainj -ARG,31.77178,77.3076,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,LAHUL & SPITI,LAHUL,Zispa,32.64079,77.18825,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,BALH,Rewalsar,31.63297,76.83451,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SANDHOL,Kujabalh,31.80589,76.62581,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SUNDARNAGAR,JAIDEVI,31.5044,76.9444,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,BALICHAUKI,Panjain,31.70417,77.22821,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,KULLU,SAINJ,Tinder Larji,31.74522,77.24144,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,BILASPUR,SHRI NAINA DEVI JI,Udaypur,31.22167,76.66842,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,DHARAMPUR,SIDHPUR,31.87472,76.71139,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SANDHOL,Beri,31.87222,76.68194,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SANDHOL,Rada -Mashot Beas River,31.86806,76.66722,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,DHARAMPUR,Nalad,31.77556,76.72194,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,DHARAMPUR,Parchoo,31.74889,76.72583,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,DHARAMPUR,Hukal,31.76389,76.73944,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SARKAGHAT,Cholthra,31.71278,76.69083,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,THEOG,CHAILLA,31.09528,77.42361,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,JUBBAL,PATSARI,31.20306,77.77028,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KINNAUR,POOH,SHALKHAR,32.12661111,78.15733333,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,SALUNI,SURGANI -AWLR,32.73528,76.102,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,JAWALI,32 MILE -AWLR,32.22864,76.09694,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,SAL KHAD (PALIYUR),32.59219,76.19694,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,BAIJNATH,CHAUBU BRIDGE,31.98342,76.64653,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DHIRA,PURWA BRIDGE,31.97386,76.45833,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,MANDI,BUILI BRIDGE SHIFTED TO NEW VICTORIA BRIDGE,31.70083,76.94417,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,DHARMPUR,KANDA PATTAN,31.81778,76.77083,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,DHARMPUR,SANDHOL -HARSIPATTAN BEAS BRDG,31.87389,76.64389,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,THEOG,Theog,31.08566,77.301,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,NURPUR,32.30889,75.89389,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,BAIJNATH,CHADIYAR,31.95733,76.64744,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,HAM|RPUR,HAM|RPUR,Bohni,31.66933,76.56013,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,SIRMAUR,RENUKA,Sangrah,30.69573,77.42573,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,KARSOG,Dabru Dawar,31.44783,77.11628,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,DHARAMPUR,Kamlah Fort,31.8075,76.67281,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,MANDI,BALH,Baggi -AWS,31.58,76.9675,Surface,Installed
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,CHAMBA ARG52 (MAREDI),32.585,76.162,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,NA,BADGAM ARG53 (MEHLA),32.44778,76.46722,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAURAH,SUALA ARG54 (JSV DEHROG),32.768913,76.200418,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SOLAN,KANDAGHAT,KANDAGHAT ARG55,30.966279,77.104247,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SOLAN,SOLAN,SAYRI GHAT,31.058146,77.044158,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,MANDI,IIT MANDI,31.78006,76.99296,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,MULTHAN,BARA BHANGAL AWS10,32.32333,76.81306,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAURAH,TISA AWS11 ( WTP MASROOND),32.83583333,76.14916667,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DHARMSALA,DHARMSHALA AWS12,32.22333,76.32667,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,JUNGA,JUNGA AWS13,31.04389,77.19583,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMOUR,NAHAN,KALA AMB AWS14,30.49944,77.20694,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,JOGINDER NAGAR,JOGINDERNAGAR AWS15,31.99222,76.78917,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,UNA,BANGANA,BANGANA AWS16,31.61444,76.3575,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,BILASPUR,GHUMARWIN,GHUMARWIN AWS18,31.45583333,76.7119444,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NA,SANSARPUR TERRACE AWS19,31.925216,75.92707,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SOLAN,ARKI,ARKI AWS20,31.15194,76.96833,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,HAMIRPUR,BARSAR,BARSAR AWS21,31.52528,76.46278,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,BRAHMAUR,RAVI RIVER BRIDGE 1 NEAR GMR HYDRO AWLR12,32.3388889,76.5397222,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,RAVI RIVER BRIDGE 3 NEAR POWER HOUSE MOKHRI AWLR13 ( CHURI BRIDGE),32.48083,76.2833333,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,BRIDGE ON CHAUHRA-DRABILA RD AWLR14 (BALOO),32.59,76.97379,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAURAH,SAI KOTHI BRIDGE AWLR15 AT CHANJU NALLAH,32.772954,76.174025,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,BILASPUR,GHUMARWIN,GHUMARWIN AWLR16,31.442433,76.706486,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMOUR,NA,HARIPUDHAR  SG9,30.76972,77.53083,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,JUBBAL,KHADA PATHAR  SG10,31.11944,77.62611,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,CHIRGAON,DODRA AT CHANSHAL  SG11,31.19667,77.98861,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,KARSOG,SHIKARI DEVI  SG12,31.478905,77.166627,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,LAHUL & SPITI,SPITI,TABO  SG13,32.09389,78.38639,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMAUR,NOHRA,CHURDHAR SG14,30.8375,77.45278,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,MULTHAN,BAROT SG15,32.04278,76.8425,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,MANALI,SOLANG NALLAH SHIFTED AT MARHI SG16,32.348977,77.216948,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,NA,KHEER GANGA  SG17,31.993751,77.438012,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,LAHUL & SPITI,LAHUL,CHATTRU  SG18,32.317778,77.371667,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,MANDI,KAMAND,31.77944444,76.98444444,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMOUR,SIRMOUR,CHOUNTH BRIDGE/MEENUS BRIDGE,30.76138889,77.70527778,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,UNA,UNA,KUN-KA-TAR/JHALERA,31.48083333,76.22111111,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,ROHRU,CHIRGAON/ROHRU BRIDGE,31.18333333,77.72972222,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,RAMPUR,BAGIPUL/NOGLI KHAD,31.39027778,77.67305556,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMOUR,NAHAN,RAJGARH BRIDGE/KHERI BRIDGE,30.775,77.2975,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,SEONI,NEAR CHAMUNDA MANDIR/GUMMA,31.16416667,77.23777778,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DHARMSALA,BANOI NEAR AIRPORT,32.17166667,76.25222222,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,KANGRA,MATOUR/MAMMUNI,32.15055556,76.31916667,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,DHARMSALA,CHAITRU BRIDGE/MANJHI KHAD,32.16055556,76.29416667,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,NEAR TANG BRIDGE/ SATHANA SHAHNEHAR CHANNEL RD1015 SHIFTED TO HARAL BRIDGE,32.366658,75.845572,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,HAMIRPUR,NADAUN,RANGAS/KUNAH KHAD,31.76722222,76.38527778,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,BALOO BRIDGE,32.56888889,76.11972222,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,SALUNI,BAGGA BRIDGE/SURGANI BRIDGE NEAR NHPC COMPLEX,32.73277778,76.10166667,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,NERMAND,SAISO KHAD/KURPAN KHAD,31.39805556,77.575,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,NA,BHUNTAR (JIA BRIDGE) AT BAJAURA BRIDGE,31.850889,77.170131,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,BALICHAUKI,KANDHI,31.826135,77.080933,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,CHACHYOT,CHAIL CHOWK,31.555747,77.023445,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SARKAGHAT,SARKAGHAT,31.696389,76.737778,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,LAD BHAROL,BHAROL,31.933889,76.705278,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,THUNAG,JANJHELI (CHOLTHACH),31.505849,77.313194,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SUNDARNAGAR,KANGOO,31.427443,76.851796,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,UNA,UNA,BHEHLLA/BIJAHI,31.49806,76.27889,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,MANDI,PARASHAR,31.70111,77.23083,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,BALDWARA,BALDWARA,31.582456,76.730224,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,MANDI,KATULA SHIFTED TO SDC MANDI,31.71513167,76.93657,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,BHUNTAR,SHAMSHI (SHADABAI),31.89305556,77.13861111,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,KULLU,KULLU (LANKABEKAR),31.95944,77.10917,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,BANJAR,BANJAR,31.6375,77.34417,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,BHUNTAR,GADSA,31.845624,77.232222,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KULLU,MANALI,BANELI MANALI,32.23782,77.1862,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,SUNDARNAGAR,SUNDERNAGAR,31.528446,76.890888,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,MANDI,PADHAR,BAROT,32.034399,76.849973,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,SHIMLA (URBAN) 006,DHARMPUR SOLAN SHIFTED AT TUTIKANDI SHIMLA,30.90083,77.02361,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SIRMAUR,PAONTA SAHIB,PAONTA SAHIB,30.44528,77.43889,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SOLAN,NALAGARH,NALAGARH,31.04528,76.70056,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,BHATTIYAT,BAKLOH & MAMUL (KAKIRA) IPH SECTION.,32.47333,75.92278,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,DALHOUSIE,DALHOUSIE (JSV DIV.),32.53889,75.975,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,CHHATRARI ( PWD R/HOUSE),32.53889,75.975,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,BHATTIYAT,CHOWARI,32.43167,76.01194,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,DALHOUSIE,DHAR GALA (KHAIRI SAMLEU PUMP HOUSE),31.55972,78.45806,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,PANGI,33.081436,76.400443,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,BRAHMAUR,BHARMOUR (KHANI),32.44194,76.53222,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,CHAMBA,CHAMBA,DHARWALA (JSV JE RESIDENCE),32.47861,76.29111,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,NURPUR,NURPUR ( IPH R/HOUSE REHAN),32.30111,75.88333,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,KANGRA,KANGRA,KANGRA TMC,32.115,76.28167,SURFACE,INSTALLED
Himachal Pradesh,HIMACHAL PRADESH,SHIMLA,SUNI,JALAG,31.16528,77.27583,SURFACE,INSTALLED
